iter	Logloss
946	0.1024130583
947	0.1022831102
948	0.102183525
949	0.1020344933
950	0.1019374771
951	0.1018548712
952	0.1017111576
953	0.10162428
954	0.1014594249
955	0.1013815508
956	0.1012358177
957	0.1011226993
958	0.1010073328
959	0.1008975948
960	0.1008347165
961	0.1007496746
962	0.1006528795
963	0.1005845882
964	0.1004670138
965	0.1003414707
966	0.1002756265
967	0.1001477311
968	0.1000915848
969	0.09998139989
970	0.09984104034
971	0.09975045719
972	0.0996386099
973	0.09949434829
974	0.09939713664
975	0.09926361769
976	0.09919024057
977	0.0991031777
978	0.0990295289
979	0.09899334987
980	0.09887225267
981	0.09878623211
982	0.09868228641
983	0.09858743659
984	0.09852398556
985	0.09845760862
986	0.09835687768
987	0.09819815012
988	0.09804599399
989	0.09789046756
990	0.09776508199
991	0.09768170101
992	0.09758754
993	0.09751650048
994	0.09742151886
995	0.09733726071
996	0.09721261343
997	0.097168045
998	0.09711079273
999	0.09697242335
